Customer Code Unique|Volume Segment|Preferential Segment|City|Region|SR Tracking Code|Channel|Location type
15970|D|2|City 56|NORTH|51|Channel 2|Location Subtype 11
16011|D|2|City 196|SOUTH|68|Channel 2|Location Subtype 11
16012|D|2|City 159|SOUTH|70|Channel 2|Location Subtype 11
16708|D|2|City 56|NORTH|51|Channel 2|Location Subtype 11
16013|D|2|City 296|SOUTH|72|Channel 2|Location Subtype 11
10196|A|1|City 1041|NORTH|45|Channel 2|Location Subtype 11
17087|A|2|City 550|CENTER|9|Channel 2|Location Subtype 11
16669|A|2|City 159|SOUTH|70|Channel 2|Location Subtype 11
26538|A|2|City 814|CENTER|217|Channel 2|Location Subtype 11
17772|A|2|City 735|CENTER|214|Channel 2|Location Subtype 11
18947|A|2|City 56|NORTH|54|Channel 2|Location Subtype 11
18583|A|2|City 954|CENTER|219|Channel 2|Location Subtype 11
20169|A|1|City 165|NORTH|227|Channel 2|Location Subtype 11
8102|A|1|City 722|NORTH|37|Channel 2|Location Subtype 11
11979|A|1|City 159|SOUTH|70|Channel 2|Location Subtype 11
17545|A|1|City 16|SOUTH|57|Channel 2|Location Subtype 11
23203|A|1|City 765|NORTH|42|Channel 2|Location Subtype 11
6489|A|1|City 425|NORTH|40|Channel 2|Location Subtype 11
20138|A|1|City 56|NORTH|51|Channel 2|Location Subtype 11
8266|A|1|City 914|NORTH|34|Channel 2|Location Subtype 11
17736|A|1|City 735|CENTER|214|Channel 2|Location Subtype 11
17925|A|2|City 347|CENTER|215|Channel 2|Location Subtype 11
4855|A|2|City 191|SOUTH|56|Channel 2|Location Subtype 11
10286|A|2|City 897|NORTH|43|Channel 2|Location Subtype 11
23974|A|2|City 595|SOUTH|65|Channel 2|Location Subtype 11
4021|A|2|City 550|CENTER|9|Channel 2|Location Subtype 11
13283|A|2|City 311|NORTH|45|Channel 2|Location Subtype 11
15584|A|2|City 550|CENTER|9|Channel 2|Location Subtype 11
16914|A|2|City 480|NORTH|42|Channel 2|Location Subtype 11
18588|A|2|City 954|CENTER|219|Channel 2|Location Subtype 11
10463|A|2|City 711|NORTH|48|Channel 2|Location Subtype 11
17744|A|2|City 735|CENTER|214|Channel 2|Location Subtype 11
22735|A|2|City 196|SOUTH|68|Channel 2|Location Subtype 11
17781|A|2|City 735|CENTER|214|Channel 2|Location Subtype 11
23981|A|2|City 595|SOUTH|65|Channel 2|Location Subtype 11
5788|A|2|City 56|NORTH|54|Channel 2|Location Subtype 11
5969|A|2|City 56|NORTH|51|Channel 2|Location Subtype 11
19727|A|2|City 1049|CENTER|226|Channel 2|Location Subtype 11
17756|A|2|City 735|CENTER|214|Channel 2|Location Subtype 11
5422|A|2|City 1060|SOUTH|57|Channel 2|Location Subtype 11
4816|A|2|City 191|SOUTH|56|Channel 2|Location Subtype 11
4888|A|2|City 866|SOUTH|56|Channel 2|Location Subtype 11
10181|A|2|City 1041|NORTH|45|Channel 2|Location Subtype 11
10210|A|2|City 1041|NORTH|45|Channel 2|Location Subtype 11
5440|A|2|City 524|SOUTH|57|Channel 2|Location Subtype 11
16190|A|2|City 398|NORTH|33|Channel 2|Location Subtype 11
16587|A|2|City 861|SOUTH|64|Channel 2|Location Subtype 11
21787|A|2|City 196|SOUTH|68|Channel 2|Location Subtype 11
23506|A|2|City 225|SOUTH|69|Channel 2|Location Subtype 11
17770|A|2|City 735|CENTER|214|Channel 2|Location Subtype 11
5570|A|2|City 24|SOUTH|59|Channel 2|Location Subtype 11
5065|A|1|City 31|SOUTH|56|Channel 2|Location Subtype 11
5064|A|1|City 727|SOUTH|56|Channel 2|Location Subtype 11
24814|A|1|City 1082|SOUTH|63|Channel 2|Location Subtype 11
11417|A|1|City 478|SOUTH|67|Channel 2|Location Subtype 11
6370|A|1|City 697|NORTH|40|Channel 2|Location Subtype 11
22290|A|1|City 131|CENTER|219|Channel 2|Location Subtype 11
14096|A|1|City 191|SOUTH|56|Channel 2|Location Subtype 11
20681|A|1|City 165|NORTH|227|Channel 2|Location Subtype 11
6725|A|1|City 480|NORTH|42|Channel 2|Location Subtype 11
18599|A|1|City 954|CENTER|219|Channel 2|Location Subtype 11
19667|A|1|City 54|CENTER|226|Channel 2|Location Subtype 11
5378|A|1|City 1060|SOUTH|57|Channel 2|Location Subtype 11
23804|A|1|City 152|SOUTH|64|Channel 2|Location Subtype 11
21719|A|1|City 601|NORTH|34|Channel 2|Location Subtype 11
4642|A|2|City 187|SOUTH|61|Channel 2|Location Subtype 11
8165|A|2|City 414|NORTH|34|Channel 2|Location Subtype 11
19779|A|2|City 954|CENTER|219|Channel 2|Location Subtype 11
22407|A|2|City 991|NORTH|42|Channel 2|Location Subtype 11
24698|A|2|City 1|SOUTH|60|Channel 2|Location Subtype 11
6287|A|2|City 443|NORTH|52|Channel 2|Location Subtype 11
19672|A|2|City 392|CENTER|226|Channel 2|Location Subtype 11
6749|A|2|City 49|NORTH|42|Channel 2|Location Subtype 11
5384|A|2|City 160|SOUTH|57|Channel 2|Location Subtype 11
5399|A|2|City 903|SOUTH|57|Channel 2|Location Subtype 11
10111|A|2|City 1041|NORTH|43|Channel 2|Location Subtype 11
10174|A|2|City 1041|NORTH|43|Channel 2|Location Subtype 11
19759|A|2|City 1018|CENTER|226|Channel 2|Location Subtype 11
22121|A|2|City 821|NORTH|47|Channel 2|Location Subtype 11
14528|A|2|City 1041|NORTH|43|Channel 2|Location Subtype 11
6176|B|1|City 443|NORTH|52|Channel 2|Location Subtype 11
19208|B|2|City 735|CENTER|214|Channel 2|Location Subtype 11
6423|B|2|City 425|NORTH|40|Channel 2|Location Subtype 11
17533|B|1|City 480|NORTH|42|Channel 2|Location Subtype 11
6915|B|1|City 56|NORTH|54|Channel 2|Location Subtype 11
6130|B|1|City 909|NORTH|39|Channel 2|Location Subtype 11
16009|B|1|City 56|NORTH|54|Channel 2|Location Subtype 11
17479|B|1|City 344|CENTER|212|Channel 2|Location Subtype 11
4516|B|2|City 523|SOUTH|62|Channel 2|Location Subtype 11
11252|B|2|City 595|SOUTH|65|Channel 2|Location Subtype 11
11289|B|2|City 595|SOUTH|65|Channel 2|Location Subtype 11
6706|B|2|City 163|NORTH|42|Channel 2|Location Subtype 11
13375|B|2|City 632|NORTH|51|Channel 2|Location Subtype 11
6684|B|1|City 411|NORTH|42|Channel 2|Location Subtype 11
6571|B|1|City 752|NORTH|41|Channel 2|Location Subtype 11
6521|B|1|City 425|NORTH|40|Channel 2|Location Subtype 11
6642|B|1|City 816|NORTH|41|Channel 2|Location Subtype 11
5084|B|2|City 727|SOUTH|56|Channel 2|Location Subtype 11
15484|B|2|City 425|NORTH|40|Channel 2|Location Subtype 11
6516|B|2|City 425|NORTH|40|Channel 2|Location Subtype 11
14862|B|2|City 595|SOUTH|65|Channel 2|Location Subtype 11
19011|B|1|City 247|CENTER|220|Channel 2|Location Subtype 11
22860|B|1|City 489|CENTER|220|Channel 2|Location Subtype 11
16676|B|1|City 14|NORTH|52|Channel 2|Location Subtype 11
24918|B|1|City 56|NORTH|51|Channel 2|Location Subtype 11
24920|B|1|City 56|NORTH|51|Channel 2|Location Subtype 11
24932|B|1|City 56|NORTH|54|Channel 2|Location Subtype 11
25399|B|1|City 414|NORTH|34|Channel 2|Location Subtype 11
17773|B|2|City 735|CENTER|214|Channel 2|Location Subtype 11
17489|B|2|City 927|CENTER|212|Channel 2|Location Subtype 11
5946|B|2|City 56|NORTH|51|Channel 2|Location Subtype 11
5677|B|1|City 56|NORTH|51|Channel 2|Location Subtype 11
8471|B|1|City 209|NORTH|36|Channel 2|Location Subtype 11
8424|B|1|City 123|NORTH|35|Channel 2|Location Subtype 11
20163|B|1|City 165|NORTH|227|Channel 2|Location Subtype 11
5318|B|1|City 1060|SOUTH|57|Channel 2|Location Subtype 11
24770|B|1|City 255|SOUTH|63|Channel 2|Location Subtype 11
6656|B|1|City 957|NORTH|42|Channel 2|Location Subtype 11
16164|B|1|City 632|NORTH|51|Channel 2|Location Subtype 11
24922|B|1|City 56|NORTH|51|Channel 2|Location Subtype 11
17210|B|1|City 1041|NORTH|45|Channel 2|Location Subtype 11
22780|B|1|City 305|SOUTH|71|Channel 2|Location Subtype 11
26514|B|1|City 191|SOUTH|56|Channel 2|Location Subtype 11
5797|B|1|City 56|NORTH|54|Channel 2|Location Subtype 11
6456|B|1|City 425|NORTH|40|Channel 2|Location Subtype 11
6500|B|1|City 425|NORTH|40|Channel 2|Location Subtype 11
23737|B|1|City 235|SOUTH|64|Channel 2|Location Subtype 11
13723|B|1|City 398|NORTH|33|Channel 2|Location Subtype 11
16834|B|1|City 398|NORTH|33|Channel 2|Location Subtype 11
5816|B|1|City 56|NORTH|54|Channel 2|Location Subtype 11
6232|B|1|City 613|NORTH|51|Channel 2|Location Subtype 11
5822|B|1|City 56|NORTH|54|Channel 2|Location Subtype 11
25328|B|1|City 991|NORTH|39|Channel 2|Location Subtype 11
20860|B|1|City 767|CENTER|220|Channel 2|Location Subtype 11
6971|B|1|City 56|NORTH|54|Channel 2|Location Subtype 11
18919|B|1|City 398|NORTH|33|Channel 2|Location Subtype 11
4533|B|2|City 523|SOUTH|62|Channel 2|Location Subtype 11
4539|B|2|City 61|SOUTH|62|Channel 2|Location Subtype 11
8766|B|2|City 933|NORTH|36|Channel 2|Location Subtype 11
18615|B|2|City 290|CENTER|219|Channel 2|Location Subtype 11
20178|B|2|City 165|NORTH|227|Channel 2|Location Subtype 11
17376|B|2|City 344|CENTER|212|Channel 2|Location Subtype 11
10113|B|2|City 1041|NORTH|45|Channel 2|Location Subtype 11
10132|B|2|City 1041|NORTH|45|Channel 2|Location Subtype 11
10167|B|2|City 1041|NORTH|45|Channel 2|Location Subtype 11
10206|B|2|City 1041|NORTH|45|Channel 2|Location Subtype 11
24591|B|2|City 63|SOUTH|60|Channel 2|Location Subtype 11
6549|B|2|City 957|NORTH|42|Channel 2|Location Subtype 11
6103|B|2|City 991|NORTH|39|Channel 2|Location Subtype 11
8909|B|2|City 989|NORTH|38|Channel 2|Location Subtype 11
8495|B|2|City 398|NORTH|33|Channel 2|Location Subtype 11
20183|B|2|City 165|NORTH|227|Channel 2|Location Subtype 11
20184|B|2|City 165|NORTH|227|Channel 2|Location Subtype 11
21758|B|2|City 159|SOUTH|70|Channel 2|Location Subtype 11
22774|B|2|City 196|SOUTH|68|Channel 2|Location Subtype 11
24909|B|2|City 196|SOUTH|68|Channel 2|Location Subtype 11
25072|B|2|City 954|CENTER|219|Channel 2|Location Subtype 11
26483|B|2|City 128|CENTER|225|Channel 2|Location Subtype 11
19021|B|2|City 943|CENTER|220|Channel 2|Location Subtype 11
16365|B|2|City 56|NORTH|54|Channel 2|Location Subtype 11
23920|B|2|City 408|CENTER|221|Channel 2|Location Subtype 11
19970|B|2|City 1018|CENTER|226|Channel 2|Location Subtype 11
24088|B|2|City 595|SOUTH|65|Channel 2|Location Subtype 11
1661|B|2|City 767|CENTER|220|Channel 2|Location Subtype 11
6085|B|1|City 909|NORTH|39|Channel 2|Location Subtype 11
8768|B|1|City 835|NORTH|37|Channel 2|Location Subtype 11
8794|B|1|City 835|NORTH|37|Channel 2|Location Subtype 11
10208|B|1|City 1041|NORTH|45|Channel 2|Location Subtype 11
6153|B|1|City 443|NORTH|52|Channel 2|Location Subtype 11
8838|B|1|City 390|NORTH|38|Channel 2|Location Subtype 11
6379|B|1|City 425|NORTH|40|Channel 2|Location Subtype 11
8681|B|1|City 835|NORTH|37|Channel 2|Location Subtype 11
5996|B|1|City 991|NORTH|39|Channel 2|Location Subtype 11
20261|B|1|City 414|NORTH|35|Channel 2|Location Subtype 11
5977|B|2|City 991|NORTH|39|Channel 2|Location Subtype 11
6053|B|2|City 755|NORTH|39|Channel 2|Location Subtype 11
6700|B|2|City 49|NORTH|42|Channel 2|Location Subtype 11
8416|B|2|City 123|NORTH|35|Channel 2|Location Subtype 11
11754|B|2|City 196|SOUTH|68|Channel 2|Location Subtype 11
17180|B|2|City 426|NORTH|40|Channel 2|Location Subtype 11
14613|B|2|City 976|SOUTH|71|Channel 2|Location Subtype 11
5787|B|2|City 56|NORTH|54|Channel 2|Location Subtype 11
6034|B|2|City 991|NORTH|39|Channel 2|Location Subtype 11
24768|B|2|City 175|SOUTH|63|Channel 2|Location Subtype 11
24103|B|2|City 595|SOUTH|65|Channel 2|Location Subtype 11
11721|B|2|City 196|SOUTH|68|Channel 2|Location Subtype 11
23068|B|2|City 771|CENTER|226|Channel 2|Location Subtype 11
15931|B|2|City 1012|NORTH|38|Channel 2|Location Subtype 11
8412|B|2|City 123|NORTH|35|Channel 2|Location Subtype 11
24015|B|2|City 595|SOUTH|65|Channel 2|Location Subtype 11
6937|B|2|City 56|NORTH|54|Channel 2|Location Subtype 11
23627|B|1|City 1041|NORTH|45|Channel 2|Location Subtype 11
23182|B|2|City 954|CENTER|219|Channel 2|Location Subtype 11
25456|B|1|City 1000|SOUTH|63|Channel 2|Location Subtype 11
19483|B|1|City 128|CENTER|225|Channel 2|Location Subtype 11
19726|B|1|City 1049|CENTER|226|Channel 2|Location Subtype 11
19706|B|1|City 1049|CENTER|226|Channel 2|Location Subtype 11
19712|B|1|City 294|CENTER|226|Channel 2|Location Subtype 11
19715|B|1|City 1049|CENTER|226|Channel 2|Location Subtype 11
5928|B|1|City 56|NORTH|54|Channel 2|Location Subtype 11
6167|B|1|City 443|NORTH|52|Channel 2|Location Subtype 11
8835|B|1|City 390|NORTH|38|Channel 2|Location Subtype 11
7990|B|1|City 410|NORTH|33|Channel 2|Location Subtype 11
8624|B|1|City 398|NORTH|33|Channel 2|Location Subtype 11
5550|B|1|City 24|SOUTH|59|Channel 2|Location Subtype 11
10191|B|1|City 1041|NORTH|45|Channel 2|Location Subtype 11
12610|B|1|City 711|NORTH|48|Channel 2|Location Subtype 11
11923|B|1|City 159|SOUTH|70|Channel 2|Location Subtype 11
12036|B|1|City 159|SOUTH|70|Channel 2|Location Subtype 11
19724|B|1|City 1049|CENTER|226|Channel 2|Location Subtype 11
21766|B|1|City 400|CENTER|226|Channel 2|Location Subtype 11
19754|B|1|City 1049|CENTER|226|Channel 2|Location Subtype 11
14436|B|1|City 24|SOUTH|59|Channel 2|Location Subtype 11
21732|B|1|City 805|SOUTH|57|Channel 2|Location Subtype 11
15659|B|1|City 56|NORTH|51|Channel 2|Location Subtype 11
22687|B|1|City 261|NORTH|42|Channel 2|Location Subtype 11
25116|B|1|City 159|SOUTH|70|Channel 2|Location Subtype 11
25121|B|1|City 976|SOUTH|71|Channel 2|Location Subtype 11
19683|B|2|City 1049|CENTER|226|Channel 2|Location Subtype 11
6702|B|2|City 480|NORTH|42|Channel 2|Location Subtype 11
8221|B|2|City 414|NORTH|35|Channel 2|Location Subtype 11
18174|B|2|City 814|CENTER|217|Channel 2|Location Subtype 11
24809|B|2|City 175|SOUTH|63|Channel 2|Location Subtype 11
10220|B|2|City 1041|NORTH|43|Channel 2|Location Subtype 11
10146|B|2|City 1041|NORTH|43|Channel 2|Location Subtype 11
19978|B|2|City 1049|CENTER|226|Channel 2|Location Subtype 11
10362|B|2|City 311|NORTH|45|Channel 2|Location Subtype 11
7982|B|2|City 722|NORTH|37|Channel 2|Location Subtype 11
21745|B|2|City 400|CENTER|212|Channel 2|Location Subtype 11
19612|B|2|City 128|CENTER|225|Channel 2|Location Subtype 11
15059|B|2|City 425|NORTH|40|Channel 2|Location Subtype 11
16303|B|2|City 56|NORTH|54|Channel 2|Location Subtype 11
18400|B|2|City 443|NORTH|52|Channel 2|Location Subtype 11
23139|B|2|City 425|NORTH|40|Channel 2|Location Subtype 11
22588|B|2|City 165|NORTH|227|Channel 2|Location Subtype 11
17099|B|2|City 159|SOUTH|70|Channel 2|Location Subtype 11
17502|B|2|City 159|SOUTH|70|Channel 2|Location Subtype 11
21761|B|2|City 196|SOUTH|68|Channel 2|Location Subtype 11
21448|B|1|City 408|CENTER|221|Channel 2|Location Subtype 11
5866|B|1|City 56|NORTH|54|Channel 2|Location Subtype 11
12798|B|1|City 722|NORTH|37|Channel 2|Location Subtype 11
12824|B|1|City 69|NORTH|35|Channel 2|Location Subtype 11
12838|B|1|City 397|NORTH|34|Channel 2|Location Subtype 11
18519|B|1|City 490|CENTER|219|Channel 2|Location Subtype 11
11774|B|1|City 968|SOUTH|69|Channel 2|Location Subtype 11
19765|B|1|City 1049|CENTER|226|Channel 2|Location Subtype 11
23054|B|1|City 771|CENTER|226|Channel 2|Location Subtype 11
18736|B|1|City 954|CENTER|219|Channel 2|Location Subtype 11
17224|B|1|City 191|SOUTH|56|Channel 2|Location Subtype 11
23315|B|1|City 1060|SOUTH|57|Channel 2|Location Subtype 11
24926|B|1|City 443|NORTH|52|Channel 2|Location Subtype 11
14701|B|1|City 414|NORTH|34|Channel 2|Location Subtype 11
21721|B|1|City 398|NORTH|33|Channel 2|Location Subtype 11
22100|B|1|City 750|NORTH|47|Channel 2|Location Subtype 11
23270|B|1|City 159|SOUTH|70|Channel 2|Location Subtype 11
19652|B|2|City 1049|CENTER|226|Channel 2|Location Subtype 11
8811|B|2|City 835|NORTH|37|Channel 2|Location Subtype 11
12919|B|2|City 398|NORTH|33|Channel 2|Location Subtype 11
5391|B|2|City 645|SOUTH|57|Channel 2|Location Subtype 11
10117|B|2|City 1041|NORTH|45|Channel 2|Location Subtype 11
10219|B|2|City 1041|NORTH|45|Channel 2|Location Subtype 11
10435|B|2|City 711|NORTH|48|Channel 2|Location Subtype 11
10498|B|2|City 711|NORTH|48|Channel 2|Location Subtype 11
11770|B|2|City 858|SOUTH|69|Channel 2|Location Subtype 11
6221|B|2|City 1061|NORTH|54|Channel 2|Location Subtype 11
6274|B|2|City 320|NORTH|51|Channel 2|Location Subtype 11
24666|B|2|City 487|SOUTH|60|Channel 2|Location Subtype 11
22391|B|2|City 1049|CENTER|226|Channel 2|Location Subtype 11
13594|B|2|City 425|NORTH|40|Channel 2|Location Subtype 11
16705|B|2|City 1041|NORTH|43|Channel 2|Location Subtype 11
25358|B|2|City 1041|NORTH|45|Channel 2|Location Subtype 11
13715|B|2|City 702|SOUTH|61|Channel 2|Location Subtype 11
15598|B|2|City 395|SOUTH|61|Channel 2|Location Subtype 11
17753|B|1|City 735|CENTER|214|Channel 2|Location Subtype 11
17253|B|1|City 128|CENTER|223|Channel 2|Location Subtype 11
10547|B|2|City 711|NORTH|48|Channel 2|Location Subtype 11
6384|B|1|City 425|NORTH|40|Channel 2|Location Subtype 11
11278|B|1|City 595|SOUTH|65|Channel 2|Location Subtype 11
2895|B|2|City 321|CENTER|224|Channel 2|Location Subtype 11
5932|B|2|City 56|NORTH|54|Channel 2|Location Subtype 11
17537|B|2|City 414|NORTH|34|Channel 2|Location Subtype 11
14925|B|2|City 1041|NORTH|43|Channel 2|Location Subtype 11
5580|B|1|City 993|SOUTH|59|Channel 2|Location Subtype 11
15007|B|1|City 1062|NORTH|48|Channel 2|Location Subtype 11
13460|B|1|City 595|SOUTH|65|Channel 2|Location Subtype 11
4870|B|2|City 945|SOUTH|56|Channel 2|Location Subtype 11
11264|B|2|City 595|SOUTH|65|Channel 2|Location Subtype 11
5511|B|2|City 302|SOUTH|59|Channel 2|Location Subtype 11
16122|B|2|City 56|NORTH|41|Channel 2|Location Subtype 11
18231|B|1|City 617|CENTER|217|Channel 2|Location Subtype 11
20284|B|1|City 735|CENTER|214|Channel 2|Location Subtype 11
17824|B|1|City 735|CENTER|214|Channel 2|Location Subtype 11
18069|B|1|City 735|CENTER|215|Channel 2|Location Subtype 11
18961|B|2|City 340|CENTER|220|Channel 2|Location Subtype 11
18220|B|2|City 617|CENTER|217|Channel 2|Location Subtype 11
4889|B|2|City 945|SOUTH|58|Channel 2|Location Subtype 11
22186|B|2|City 472|CENTER|220|Channel 2|Location Subtype 11
25350|B|2|City 179|CENTER|219|Channel 2|Location Subtype 11
1772|B|1|City 1071|CENTER|220|Channel 2|Location Subtype 11
18276|B|1|City 119|CENTER|217|Channel 2|Location Subtype 11
5474|B|1|City 806|SOUTH|59|Channel 2|Location Subtype 11
5605|B|1|City 24|SOUTH|59|Channel 2|Location Subtype 11
11197|B|1|City 595|SOUTH|65|Channel 2|Location Subtype 11
12039|B|1|City 1094|SOUTH|71|Channel 2|Location Subtype 11
16694|B|1|City 321|CENTER|224|Channel 2|Location Subtype 11
14028|B|1|City 24|SOUTH|59|Channel 2|Location Subtype 11
17095|B|1|City 645|SOUTH|57|Channel 2|Location Subtype 11
23842|B|1|City 540|SOUTH|64|Channel 2|Location Subtype 11
23852|B|1|City 235|SOUTH|64|Channel 2|Location Subtype 11
23865|B|1|City 540|SOUTH|64|Channel 2|Location Subtype 11
22439|B|1|City 266|SOUTH|67|Channel 2|Location Subtype 11
25105|B|1|City 377|SOUTH|69|Channel 2|Location Subtype 11
26552|B|1|City 954|CENTER|219|Channel 2|Location Subtype 11
2877|B|2|City 1018|CENTER|224|Channel 2|Location Subtype 11
18301|B|2|City 881|CENTER|217|Channel 2|Location Subtype 11
5313|B|2|City 1017|SOUTH|57|Channel 2|Location Subtype 11
5473|B|2|City 281|SOUTH|59|Channel 2|Location Subtype 11
4694|B|2|City 945|SOUTH|58|Channel 2|Location Subtype 11
4764|B|2|City 1044|SOUTH|58|Channel 2|Location Subtype 11
11050|B|2|City 826|SOUTH|64|Channel 2|Location Subtype 11
11930|B|2|City 159|SOUTH|70|Channel 2|Location Subtype 11
11934|B|2|City 159|SOUTH|70|Channel 2|Location Subtype 11
11938|B|2|City 159|SOUTH|70|Channel 2|Location Subtype 11
5432|B|2|City 375|SOUTH|57|Channel 2|Location Subtype 11
17759|B|2|City 735|CENTER|214|Channel 2|Location Subtype 11
19276|B|2|City 954|CENTER|219|Channel 2|Location Subtype 11
19816|B|2|City 1049|CENTER|226|Channel 2|Location Subtype 11
22149|B|2|City 735|CENTER|215|Channel 2|Location Subtype 11
22401|B|2|City 943|CENTER|220|Channel 2|Location Subtype 11
23208|B|2|City 954|CENTER|219|Channel 2|Location Subtype 11
17806|B|2|City 735|CENTER|214|Channel 2|Location Subtype 11
18803|B|2|City 954|CENTER|219|Channel 2|Location Subtype 11
16953|B|2|City 550|CENTER|9|Channel 2|Location Subtype 11
18861|B|2|City 908|CENTER|9|Channel 2|Location Subtype 11
15447|B|2|City 523|SOUTH|61|Channel 2|Location Subtype 11
16783|B|2|City 337|SOUTH|61|Channel 2|Location Subtype 11
24896|B|2|City 193|CENTER|217|Channel 2|Location Subtype 11
17749|B|1|City 735|CENTER|214|Channel 2|Location Subtype 11
5074|B|1|City 304|SOUTH|58|Channel 2|Location Subtype 11
10984|B|1|City 235|SOUTH|64|Channel 2|Location Subtype 11
11356|B|1|City 924|SOUTH|67|Channel 2|Location Subtype 11
12128|B|1|City 976|SOUTH|71|Channel 2|Location Subtype 11
4729|B|1|City 191|SOUTH|56|Channel 2|Location Subtype 11
22162|B|1|City 954|CENTER|219|Channel 2|Location Subtype 11
18360|B|1|City 344|CENTER|217|Channel 2|Location Subtype 11
